uc001aal.1	0.0	Last exon (Score=0.0)
uc001abw.2	0.0	Last exon (Score=0.0)
uc001abz.5	0.0	Last exon (Score=0.0)
uc001aca.3	0.0	Last exon (Score=0.0)
uc001acd.4	0.0	Last exon (Score=0.0)
uc001ace.4	0.0	Last exon (Score=0.0)
uc001acf.4	0.0	Last exon (Score=0.0)
uc001ach.3	0.0	Last exon (Score=0.0)
uc001aci.3	0.0	Last exon (Score=0.0)
uc001acj.5	0.0	Last exon (Score=0.0)
uc001ack.3	0.0	Last exon (Score=0.0)
uc001acn.3	0.0	Last exon (Score=0.0)
uc001act.3	0.0	Last exon (Score=0.0)
uc001acu.3	0.0	Last exon (Score=0.0)
uc001acy.2	0.0	Last exon (Score=0.0)
uc001acz.3	0.0	Last exon (Score=0.0)
uc001ada.4	0.0	Last exon (Score=0.0)
uc001adb.4	0.0	Last exon (Score=0.0)
uc001adc.4	0.0	Last exon (Score=0.0)
uc001add.4	0.0	Last exon (Score=0.0)
uc001ade.4	0.0	Last exon (Score=0.0)
uc001adh.5	0.0	Last exon (Score=0.0)
uc001adi.5	0.0	Last exon (Score=0.0)
uc001adk.4	0.0	Last exon (Score=0.0)
uc001adl.3	0.0	Last exon (Score=0.0)
uc001adm.6	0.12	Start-proximal (Score=0.12)
uc001ado.4	0.0	Last exon (Score=0.0)
uc001adp.4	0.0	Last exon (Score=0.0)
uc001adq.4	0.0	Last exon (Score=0.0)
uc001adr.4	0.0	Last exon (Score=0.0)
uc001adt.2	0.0	Last exon (Score=0.0)
uc001adw.3	0.0	Last exon (Score=0.0)
uc001aeb.3	0.0	Last exon (Score=0.0)
uc001aed.4	0.0	Last exon (Score=0.0)
uc001aee.3	0.0	Last exon (Score=0.0)
uc001aef.2	0.0	Last exon (Score=0.0)
uc001aeh.3	0.0	Last exon (Score=0.0)
uc001aei.2	0.0	Last exon (Score=0.0)
uc001aek.3	0.0	Last exon (Score=0.0)
uc001aeo.4	0.0	Last exon (Score=0.0)
uc001aer.5	0.0	Last exon (Score=0.0)
uc001aew.5	0.0	Last exon (Score=0.0)
uc001aex.6	0.0	Last exon (Score=0.0)
uc001aez.4	0.0	Last exon (Score=0.0)
uc001afa.5	0.0	Last exon (Score=0.0)
uc001afb.2	0.0	Last exon (Score=0.0)
uc001afc.3	0.0	Last exon (Score=0.0)
uc001afd.3	0.0	Last exon (Score=0.0)
uc001afi.3	0.0	Last exon (Score=0.0)
uc001afo.5	0.0	Last exon (Score=0.0)
uc001afp.3	0.0	Last exon (Score=0.0)
uc001afq.4	0.0	Last exon (Score=0.0)
uc001afr.4	0.65	Trigger NMD (Score=0.65)
uc001afs.4	0.0	Last exon (Score=0.0)
uc001aft.2	0.0	Last exon (Score=0.0)
uc001afv.4	0.0	Last exon (Score=0.0)
uc001afz.3	0.0	Last exon (Score=0.0)
uc001aga.3	0.0	Last exon (Score=0.0)
uc001agb.2	0.0	Last exon (Score=0.0)
uc001agd.4	0.0	Last exon (Score=0.0)
uc001age.2	0.0	Last exon (Score=0.0)
uc001agg.4	0.0	Last exon (Score=0.0)
uc001agh.4	0.0	Last exon (Score=0.0)
uc001agi.4	0.0	Last exon (Score=0.0)
uc001agk.4	0.0	Last exon (Score=0.0)
uc001agm.4	0.0	Last exon (Score=0.0)
uc001agp.4	0.0	Last exon (Score=0.0)
uc001agq.4	0.0	Last exon (Score=0.0)
uc001ahy.4	0.0	Last exon (Score=0.0)
uc001aia.3	0.0	Last exon (Score=0.0)
uc001aic.3	0.0	Last exon (Score=0.0)
uc001aid.5	0.0	Last exon (Score=0.0)
uc001aie.3	0.0	Last exon (Score=0.0)
uc001aif.5	0.65	Trigger NMD (Score=0.65)
uc001aih.1	0.0	Last exon (Score=0.0)
uc001aii.2	0.0	Last exon (Score=0.0)
uc001aij.3	0.0	Last exon (Score=0.0)
uc001aip.3	0.0	Last exon (Score=0.0)
uc001aiq.3	0.0	Last exon (Score=0.0)
uc001air.4	0.0	Last exon (Score=0.0)
uc001ais.4	0.0	Last exon (Score=0.0)
uc001aiy.4	0.0	Last exon (Score=0.0)
uc001aja.5	0.0	Last exon (Score=0.0)
uc001ajb.2	0.0	Last exon (Score=0.0)
uc001ajd.2	0.0	Last exon (Score=0.0)
uc001aje.3	0.0	Last exon (Score=0.0)
uc001ajf.3	0.65	Trigger NMD (Score=0.65)
uc001ajg.4	0.0	Last exon (Score=0.0)
uc001ajh.4	0.0	Last exon (Score=0.0)
uc001ajj.2	0.0	Last exon (Score=0.0)
uc001ajm.3	0.0	Last exon (Score=0.0)
uc001ajn.3	0.0	Last exon (Score=0.0)
uc001ajr.4	0.0	Last exon (Score=0.0)
uc001aju.4	0.0	Last exon (Score=0.0)
uc001ajv.3	0.0	Last exon (Score=0.0)
uc001ajy.3	0.0	Last exon (Score=0.0)
uc001ajz.4	0.0	Last exon (Score=0.0)
uc001ake.4	0.0	Last exon (Score=0.0)
uc001akf.4	0.0	Last exon (Score=0.0)
uc001akg.5	0.0	Last exon (Score=0.0)
uc001aki.3	0.0	Last exon (Score=0.0)
uc001akj.3	0.0	Last exon (Score=0.0)
uc001akk.4	0.0	Last exon (Score=0.0)
uc001akl.4	0.0	Last exon (Score=0.0)
uc001akm.4	0.0	Last exon (Score=0.0)
uc001akn.4	0.0	Last exon (Score=0.0)
uc001ako.4	0.0	Last exon (Score=0.0)
uc001akp.4	0.0	Last exon (Score=0.0)
uc001akr.3	0.0	Last exon (Score=0.0)
uc001aks.4	0.0	Last exon (Score=0.0)
uc001akv.3	0.0	Last exon (Score=0.0)
uc001akw.6	0.0	Last exon (Score=0.0)
uc001akx.2	0.0	Last exon (Score=0.0)
uc001aky.3	0.0	Last exon (Score=0.0)
uc001alc.5	0.0	Last exon (Score=0.0)
uc001alf.4	0.0	Last exon (Score=0.0)
uc001alm.2	0.65	Trigger NMD (Score=0.65)
uc001alo.5	0.65	Trigger NMD (Score=0.65)
uc001alq.3	0.0	Last exon (Score=0.0)
uc001alu.4	0.0	Last exon (Score=0.0)
uc001alv.3	0.0	Last exon (Score=0.0)
uc001alw.3	0.0	Last exon (Score=0.0)
uc001alx.3	0.0	Last exon (Score=0.0)
uc001aly.3	0.0	Last exon (Score=0.0)
uc001amb.3	0.2	50 nt rule (Score=0.20)
uc001amd.4	0.0	Last exon (Score=0.0)
uc001amg.4	0.0	Last exon (Score=0.0)
uc001amk.4	0.0	Last exon (Score=0.0)
uc001amp.2	0.0	Last exon (Score=0.0)
uc001amq.4	0.0	Last exon (Score=0.0)
uc001amr.4	0.0	Last exon (Score=0.0)
uc001ams.4	0.0	Last exon (Score=0.0)
uc001amt.4	0.0	Last exon (Score=0.0)
uc001amw.5	0.0	Last exon (Score=0.0)
uc001amx.4	0.0	Last exon (Score=0.0)
uc001amy.3	0.0	Last exon (Score=0.0)
uc001amz.4	0.0	Last exon (Score=0.0)
uc001ana.4	0.0	Last exon (Score=0.0)
uc001ane.4	0.0	Last exon (Score=0.0)
uc001anf.4	0.0	Last exon (Score=0.0)
uc001ang.4	0.0	Last exon (Score=0.0)
uc001anh.4	0.0	Last exon (Score=0.0)
uc001ank.1	0.0	Last exon (Score=0.0)
uc001anl.3	0.0	Last exon (Score=0.0)
uc001anm.3	0.0	Last exon (Score=0.0)
uc001ann.2	0.0	Last exon (Score=0.0)
uc001ano.2	0.0	Last exon (Score=0.0)
uc001anp.3	0.0	Last exon (Score=0.0)
uc001anq.3	0.0	Last exon (Score=0.0)
uc001ans.4	0.0	Last exon (Score=0.0)
uc001ant.4	0.0	Last exon (Score=0.0)
uc001anu.4	0.0	Last exon (Score=0.0)
uc001anx.5	0.0	Last exon (Score=0.0)
uc001anz.2	0.0	Last exon (Score=0.0)
uc001aoa.3	0.0	Last exon (Score=0.0)
